17	39	403
17	40	28
17	41	241
17	42	69
17	43	16
17	44	6
17	45	3
17	46	87
17	47	118
17	48	12
17	49	131
17	50	4
17	51	17
17	52	47
17	53	10
17	54	4
17	55	3
17	56	17
17	57	58
17	58	4
17	59	17
17	60	4
17	61	12
17	62	46
17	63	124
17	64	33
17	65	59
17	66	104
17	67	30
17	68	9
17	69	8
17	70	22
17	71	20
17	72	14
17	73	22
18	19	9
18	20	9
18	23	2
18	25	1
18	26	2
18	27	1
18	31	1
18	33	1
18	36	1
18	37	2
18	38	1
18	39	1
18	40	1
18	41	71
18	46	14
18	47	12
18	49	10
18	53	1
18	54	1
18	55	1
18	59	4
18	61	1
18	62	38
18	63	2
18	65	7
18	66	3
18	67	1
18	68	1
18	69	1
19	20	13
19	21	1
19	22	34
19	23	21
19	24	2
19	25	1
19	26	36
19	27	8
19	28	3
19	29	9
19	30	1
19	31	2
19	33	6
19	34	6
19	36	4
19	37	5
19	38	4
19	39	93
19	40	6
19	41	100
19	42	14
19	43	1
19	44	5
19	45	2
19	46	29
19	47	45
19	48	5
19	49	40
19	50	5
19	51	7
19	52	12
19	53	2
19	55	2
19	56	9
19	57	11
19	58	2
19	59	5
19	60	3
19	61	2
19	62	15
19	63	48
19	64	8
19	65	19
19	66	26
19	67	6
19	68	6
19	69	7
19	70	11
19	71	6
19	72	7
19	73	4
20	21	2
20	22	28
20	23	28
20	24	6
20	25	2
20	26	47
20	27	23
20	28	3
20	29	9
20	30	4
20	31	6
20	33	12
20	34	12
20	36	4
20	37	7
20	38	4
20	39	99
20	40	1
20	41	101
20	42	8
20	44	3
20	45	3
20	46	16
20	47	34
20	48	9
20	49	37
20	50	4
20	51	6
20	52	5
20	53	1
20	55	2
20	56	12
20	57	2
20	58	4
20	59	15
20	60	5
20	61	1
20	62	7
20	63	45
20	64	2
20	65	24
20	66	19
20	67	10
20	68	12
20	69	12
20	70	6
20	71	3
20	72	2
20	73	4
21	22	8
21	23	8
21	24	4
21	25	1
21	26	8
21	29	2
21	30	1
21	32	1
21	33	4
21	36	1
21	39	30
21	40	1
21	41	44
21	45	1
21	46	16
21	47	2
21	49	27
21	52	1
21	57	3
21	58	1
21	61	3
21	62	5
21	63	23
21	64	1
21	65	4
21	66	17
21	67	3
21	70	2
22	23	86
